hp_sid,experiment_id,biomaterial_id,sample_id,biopsy_id,mg_per_biopsy_mean,mg_per_biopsy_std,mg_per_ml_mean,mg_per_ml_std,mg_per_cm2_mean,mg_per_cm2_std,net_weight_mg,tissue_areal_density_mg_per_cm2
HP23-23,HP23-20231101,,Gelatin1101_0 SOP,Gelatin1101_0 SOP,,,0.000735389,3.63E-05,,,,
HP29-1,HP29-20231109,Recycled-PET723-30050,20230928-2,20230928-2,0.231287307,0.014965699,0.231287307,0.014965699,0.460131477,0.029773312,10.515,19.06543589
HP29-2,HP29-20231109,Recycled-PET723-30050,20230928-3,20230928-3,0.202734837,0.02118743,0.202734837,0.02118743,0.403328142,0.042151053,9.73,19.43182383
HP29-3,HP29-20231109,Recycled-PET723-30050,20230928-1,20230928-1,0.205231228,0.010615268,0.205231228,0.010615268,0.408294554,0.021118405,10.595,19.41441626
HP20-1,HP20-20231025,,230928-2,230928-2,,,0.00926861,0.001227625,,,,
HP20-2,HP20-20231025,,230928-3,230928-3,,,0.00898574,0.000250233,,,,
HP20-3,HP20-20231025,,230928-1,230928-1,,,0.006961449,0.003253616,,,,
HP20-4,HP20-20231025,,TGFBS231012,TGFBS231012,,,0.00298948,0.000137324,,,,
HP28-1,HP28-20231108,,Gelatin1101_30min_5,Gelatin1101_30min_5,,,0.07587492,0.002908968,,,,
HP28-2,HP28-20231108,,Gelatin1101_90min_5,Gelatin1101_90min_5,,,0.065833184,0.001428079,,,,
HP28-3,HP28-20231108,,Gelatin1101_45min_5,Gelatin1101_45min_5,,,0.071299549,0.003017343,,,,
HP28-4,HP28-20231108,,New S5,New S5,,,0.050204678,,,,,
HP28-5,HP28-20231108,,NEw S4,NEw S4,,,0.036558833,,,,,
HP28-6,HP28-20231108,,Gelatin1101_60min_5,Gelatin1101_60min_5,,,0.06920451,0.002247608,,,,
HP28-7,HP28-20231108,,New S3,New S3,,,0.029687749,,,,,
HP28-8,HP28-20231108,,New S2,New S2,,,0.02047279,,,,,
HP28-9,HP28-20231108,,New S1,New S1,,,0.010744106,,,,,
HP28-10,HP28-20231108,,New S0,New S0,,,-0.000654188,,,,,
HP32-1,HP32-20231113,,230921-1 media D9,230921-1 media D9,,,0.002570952,,,,,
HP32-2,HP32-20231113,,230921-2 media D9,230921-2 media D9,,,0.00283682,,,,,
HP32-3,HP32-20231113,,230921-3 media D9,230921-3 media D9,,,0.002352002,,,,,
HP32-4,HP32-20231113,,230921-1 media D11,230921-1 media D11,,,0.001663875,,,,,
HP32-5,HP32-20231113,,230921-2 media D11,230921-2 media D11,,,0.002711706,,,,,
HP32-6,HP32-20231113,,230921-3 media D11,230921-3 media D11,,,0.00282118,,,,,
HP32-7,HP32-20231113,,230907-1 media D28,230907-1 media D28,,,0.003712618,0.000641401,,,,
HP32-8,HP32-20231113,,230921-2 media D8,230921-2 media D8,,,0.003947207,0.000464462,,,,
HP32-9,HP32-20231113,,230921-3 media D8,230921-3 media D8,,,0.004275632,0.000619283,,,,
HP32-10,HP32-20231113,,230921-1 media D12,230921-1 media D12,,,0.004871896,,,,,
HP32-11,HP32-20231113,,230928-2 media D23,230928-2 media D23,,,0.00534158,,,,,
HP32-12,HP32-20231113,,230921-2 media D12,230921-2 media D12,,,0.005097344,,,,,
HP32-13,HP32-20231113,,230921-3 media D12,230921-3 media D12,,,0.005285218,,,,,
HP32-14,HP32-20231113,,230928-3 media D23,230928-3 media D23,,,0.006694271,,,,,
HP32-15,HP32-20231113,,230921-1 media D14,230921-1 media D14,,,0.005210069,,,,,
HP32-16,HP32-20231113,,230928-2 media D28,230928-2 media D28,,,0.004164238,,,,,
HP32-17,HP32-20231113,,230921-1 media D28,230921-1 media D28,,,0.005266431,,,,,
HP32-18,HP32-20231113,,230921-3 media D28,230921-3 media D28,,,0.005792477,,,,,
HP32-19,HP32-20231113,,230928-3 media D28,230928-3 media D28,,,0.006299736,,,,,
HP32-20,HP32-20231113,,230928-2 media D4,230928-2 media D4,,,0.005491879,,,,,
HP32-21,HP32-20231113,,230928-3 media D4,230928-3 media D4,,,0.002955584,,,,,
HP32-22,HP32-20231113,,230928-2 media D18,230928-2 media D18,,,0.004921996,,,,,
HP32-23,HP32-20231113,,230928-3 media D18,230928-3 media D18,,,0.004890683,,,,,
HP32-24,HP32-20231113,,TGFBS230927,TGFBS230927,,,0.004672476,0.000387752,,,,
HP32-25,HP32-20231113,,TGFBS230927G,TGFBS230927G,,,0.006107361,0.001331281,,,,
HP32-26,HP32-20231113,,TGFBS230927D,TGFBS230927D,,,0.006948185,0.000633328,,,,
HP32-27,HP32-20231113,,TGFBS231012,TGFBS231012,,,0.004626779,0.000168026,,,,
HP32-28,HP32-20231113,,DMEM Basal Corning27121015,DMEM Basal Corning27121015,,,0.000614584,7.76E-05,,,,
HP32-29,HP32-20231113,,FBS033K22,FBS033K22,,,0.055076237,0.004174793,,,,
HP33-1,HP33-20231114,,230907-1 media D14,230907-1 media D14,,,0.01366981,0.001650405,,,,
HP33-2,HP33-20231114,,230907-3 media D14,230907-3 media D14,,,0.014441053,0.000818027,,,,
HP33-3,HP33-20231114,,230907-1 media D28,230907-1 media D28,,,0.017620983,0.000349562,,,,
HP33-4,HP33-20231114,,Gelatin-new-5,Gelatin-new-5,,,0.046620734,0.002408976,,,,
HP33-5,HP33-20231114,,FBS Avantor 033K22-no reaction,FBS Avantor 033K22-no reaction,,,0.010524768,,,,,
HP33-6,HP33-20231114,,Gelatin-new-2.5,Gelatin-new-2.5,,,0.024488576,0.001759748,,,,
HP33-7,HP33-20231114,,Gelatin-new-0,Gelatin-new-0,,,0.000169781,0.000273359,,,,
HP33-8,HP33-20231114,,230914-1 media D7,230914-1 media D7,,,0.010368264,0.001838509,,,,
HP33-9,HP33-20231114,,230928-1 media D23,230928-1 media D23,,,0.016570661,0.00244199,,,,
HP33-10,HP33-20231114,,230914-2 media D7,230914-2 media D7,,,0.007698752,0.005613769,,,,
HP33-11,HP33-20231114,,230928-2 media D23,230928-2 media D23,,,0.009584281,0.001796406,,,,
HP33-12,HP33-20231114,,230914-3 media D7,230914-3 media D7,,,0.010338492,0.001543787,,,,
HP33-13,HP33-20231114,,230928-3 media D23,230928-3 media D23,,,0.008085781,0.000182448,,,,
HP33-14,HP33-20231114,,230921-2 media D8,230921-2 media D8,,,0.009157556,0.004168224,,,,
HP33-15,HP33-20231114,,S5-H2SO4,S5-H2SO4,,,0.031493812,,,,,
HP33-16,HP33-20231114,,S2-H2SO4,S2-H2SO4,,,0.014410637,,,,,
HP33-17,HP33-20231114,,S4-H2SO4,S4-H2SO4,,,0.027453393,,,,,
HP33-18,HP33-20231114,,S1-H2SO4,S1-H2SO4,,,0.007440324,,,,,
HP33-19,HP33-20231114,,230921-3 media D8,230921-3 media D8,,,0.012491965,0.000575411,,,,
HP33-20,HP33-20231114,,S3-H2SO4,S3-H2SO4,,,0.020364938,,,,,
HP33-21,HP33-20231114,,S0-H2SO4,S0-H2SO4,,,2.11E-05,,,,,
HP33-22,HP33-20231114,,230921-1 media D14,230921-1 media D14,,,0.012928613,0.000575411,,,,
HP33-23,HP33-20231114,,230928-1 media D28,230928-1 media D28,,,0.008316746,0.000410879,,,,
HP33-24,HP33-20231114,,TGFBS230927D,TGFBS230927D,,,0.005940581,0.000308159,,,,
HP33-25,HP33-20231114,,230928-2 media D28,230928-2 media D28,,,0.007009336,0.00020544,,,,
HP33-26,HP33-20231114,,TGFBS231012,TGFBS231012,,,0.005546283,0.000719038,,,,
HP33-27,HP33-20231114,,230928-3 media D28,230928-3 media D28,,,0.008493142,0.000572296,,,,
HP33-28,HP33-20231114,,DMEM basal Cytiva AJ30741712,DMEM basal Cytiva AJ30741712,,,0.00080433,0.000176091,,,,
HP33-29,HP33-20231114,,TGFBS230920,TGFBS230920,,,0.002246631,0.000132068,,,,
HP33-30,HP33-20231114,,FBS Avantor 033K22,FBS Avantor 033K22,,,0.031807999,0.001748896,,,,
HP33-31,HP33-20231114,,TGFBS230927,TGFBS230927,,,0.001904214,0.000322834,,,,
HP33-32,HP33-20231114,,TGFBS230927G,TGFBS230927G,,,0.002205126,1.47E-05,,,,
HP17-1,HP17-20231026,PET723-100116,20230824-2-wk4-c,20230824-2-wk4,0.286363161,0.052335544,0.286363161,0.052335544,0.569701408,0.104118258,21.545,39.55995054
HP17-2,HP17-20231026,PET723-100116,20230824-2-wk4-d,20230824-2-wk4,0.286363161,0.052335544,0.286363161,0.052335544,0.569701408,0.104118258,16.76,39.55995054
HP17-3,HP17-20231026,PET723-100116,20230824-3-wk4-a,20230824-3-wk4,0.240613138,0.018998787,0.240613138,0.018998787,0.478684629,0.037796886,17.965,35.02900826
HP17-4,HP17-20231026,PET723-100116,20230824-3-wk4-b,20230824-3-wk4,0.240613138,0.018998787,0.240613138,0.018998787,0.478684629,0.037796886,15.975,35.02900826
HP17-5,HP17-20231026,PET723-100116,20230824-3-wk4-c,20230824-3-wk4,0.240613138,0.018998787,0.240613138,0.018998787,0.478684629,0.037796886,19,35.02900826
HP17-6,HP17-20231026,PET723-100116,20230824-3-wk4-d,20230824-3-wk4,0.240613138,0.018998787,0.240613138,0.018998787,0.478684629,0.037796886,17.49,35.02900826
HP17-7,HP17-20231026,PET723-100116,20230824-1-wk4-a,20230824-1-wk4,0.242470259,0.019105059,0.242470259,0.019105059,0.482379253,0.038008306,17.715,32.85803536
HP17-8,HP17-20231026,PET723-100116,20230824-1-wk4-b,20230824-1-wk4,0.242470259,0.019105059,0.242470259,0.019105059,0.482379253,0.038008306,16.835,32.85803536
HP17-9,HP17-20231026,PET723-100116,20230824-1-wk4-c,20230824-1-wk4,0.242470259,0.019105059,0.242470259,0.019105059,0.482379253,0.038008306,15.36,32.85803536
HP17-10,HP17-20231026,PET723-100116,20230824-1-wk4-d,20230824-1-wk4,0.242470259,0.019105059,0.242470259,0.019105059,0.482379253,0.038008306,16.155,32.85803536
HP17-11,HP17-20231026,PET723-100116,20230824-2-wk4-a,20230824-2-wk4,0.286363161,0.052335544,0.286363161,0.052335544,0.569701408,0.104118258,21.295,39.55995054
HP17-12,HP17-20231026,PET723-100116,20230824-2-wk4-b,20230824-2-wk4,0.286363161,0.052335544,0.286363161,0.052335544,0.569701408,0.104118258,19.94,39.55995054
HP17-13,HP17-20231026,PET723-100116,20230907-1-wk4-a,20230907-1-wk4,0.253146544,0.003788794,0.253146544,0.003788794,0.503619047,0.007537565,15.325,30.40108093
HP17-14,HP17-20231026,PET723-100116,20230914-1-wk4-a,20230914-1-wk4,0.252141672,0.005267173,0.252141672,0.005267173,0.501619918,0.010478707,17.295,31.98765677
HP17-15,HP17-20231026,PET723-100116,20230907-1-wk4-b,20230907-1-wk4,0.253146544,0.003788794,0.253146544,0.003788794,0.503619047,0.007537565,15.695,30.40108093
HP17-16,HP17-20231026,PET723-100116,20230914-1-wk4-b,20230914-1-wk4,0.252141672,0.005267173,0.252141672,0.005267173,0.501619918,0.010478707,15.84,31.98765677
HP17-17,HP17-20231026,PET723-100116,20230907-1-wk4-c,20230907-1-wk4,0.253146544,0.003788794,0.253146544,0.003788794,0.503619047,0.007537565,15.63,30.40108093
HP17-18,HP17-20231026,PET723-100116,20230914-1-wk4-c,20230914-1-wk4,0.252141672,0.005267173,0.252141672,0.005267173,0.501619918,0.010478707,14.745,31.98765677
HP17-19,HP17-20231026,PET723-100116,20230907-1-wk4-d,20230907-1-wk4,0.253146544,0.003788794,0.253146544,0.003788794,0.503619047,0.007537565,14.475,30.40108093
HP17-20,HP17-20231026,PET723-100116,20230914-1-wk4-d,20230914-1-wk4,0.252141672,0.005267173,0.252141672,0.005267173,0.501619918,0.010478707,16.435,31.98765677
HP17-21,HP17-20231026,PET723-100116,20230907-2-wk4-a,20230907-2-wk4,0.272086857,0.010440212,0.272086857,0.010440212,0.541299602,0.020770142,16.66,33.50708911
HP17-22,HP17-20231026,PET723-100116,20230914-2-wk4-a,20230914-2-wk4,0.2686788,0.007811955,0.2686788,0.007811955,0.534519489,0.01554139,16.395,32.82073342
HP17-23,HP17-20231026,PET723-100116,20230907-2-wk4-b,20230907-2-wk4,0.272086857,0.010440212,0.272086857,0.010440212,0.541299602,0.020770142,17.145,33.50708911
HP17-24,HP17-20231026,PET723-100116,20230914-2-wk4-b,20230914-2-wk4,0.2686788,0.007811955,0.2686788,0.007811955,0.534519489,0.01554139,16.68,32.82073342
HP17-25,HP17-20231026,PET723-100116,20230907-2-wk4-c,20230907-2-wk4,0.272086857,0.010440212,0.272086857,0.010440212,0.541299602,0.020770142,18.16,33.50708911
HP17-26,HP17-20231026,PET723-100116,20230907-2-wk4-d,20230907-2-wk4,0.272086857,0.010440212,0.272086857,0.010440212,0.541299602,0.020770142,15.405,33.50708911
HP17-27,HP17-20231026,PET723-100116,20230907-3-wk4-a,20230907-3-wk4,0.290966268,0.018557325,0.290966268,0.018557325,0.578858998,0.036918625,16.715,31.04267429
HP17-28,HP17-20231026,PET723-100116,20230907-3-wk4-b,20230907-3-wk4,0.290966268,0.018557325,0.290966268,0.018557325,0.578858998,0.036918625,16.3,31.04267429
HP17-29,HP17-20231026,PET723-100116,20230907-3-wk4-c,20230907-3-wk4,0.290966268,0.018557325,0.290966268,0.018557325,0.578858998,0.036918625,14.435,31.04267429
HP17-30,HP17-20231026,PET723-100116,20230907-3-wk4-d,20230907-3-wk4,0.290966268,0.018557325,0.290966268,0.018557325,0.578858998,0.036918625,14.965,31.04267429
HP17-31,HP17-20231026,PET723-100116,20230914-2-wk4-c,20230914-2-wk4,0.2686788,0.007811955,0.2686788,0.007811955,0.534519489,0.01554139,16.01,32.82073342
HP17-32,HP17-20231026,PET723-100116,20230921-2-wk3-c,20230921-2-wk3,0.18204097,0.020086474,0.18204097,0.020086474,0.362159002,0.03996077,15.225,30.54780189
HP17-33,HP17-20231026,PET723-100116,20230914-2-wk4-d,20230914-2-wk4,0.2686788,0.007811955,0.2686788,0.007811955,0.534519489,0.01554139,16.905,32.82073342
HP17-34,HP17-20231026,PET723-100116,20230921-2-wk3-d,20230921-2-wk3,0.18204097,0.020086474,0.18204097,0.020086474,0.362159002,0.03996077,16.61,30.54780189
HP17-35,HP17-20231026,PET723-100116,20230914-3-wk4-a,20230914-3-wk4,0.282051795,0.005262189,0.282051795,0.005262189,0.561124217,0.010468792,10.855,22.02803884
HP17-36,HP17-20231026,PET723-100116,20230921-3-wk3-a,20230921-3-wk3,0.148209774,0.005040706,0.148209774,0.005040706,0.294853977,0.010028166,14.365,27.24782362
HP17-37,HP17-20231026,PET723-100116,20230914-3-wk4-b,20230914-3-wk4,0.282051795,0.005262189,0.282051795,0.005262189,0.561124217,0.010468792,10.955,22.02803884
HP17-38,HP17-20231026,PET723-100116,20230921-3-wk3-b,20230921-3-wk3,0.148209774,0.005040706,0.148209774,0.005040706,0.294853977,0.010028166,13.025,27.24782362
HP17-39,HP17-20231026,PET723-100116,20230914-3-wk4-c,20230914-3-wk4,0.282051795,0.005262189,0.282051795,0.005262189,0.561124217,0.010468792,10.97,22.02803884
HP17-40,HP17-20231026,PET723-100116,20230921-3-wk3-c,20230921-3-wk3,0.148209774,0.005040706,0.148209774,0.005040706,0.294853977,0.010028166,12.53,27.24782362
HP17-41,HP17-20231026,PET723-100116,20230914-3-wk4-d,20230914-3-wk4,0.282051795,0.005262189,0.282051795,0.005262189,0.561124217,0.010468792,11.51,22.02803884
HP17-42,HP17-20231026,PET723-100116,20230921-3-wk3-d,20230921-3-wk3,0.148209774,0.005040706,0.148209774,0.005040706,0.294853977,0.010028166,14.865,27.24782362
HP17-43,HP17-20231026,PET723-100116,20230921-1-wk3-a,20230921-1-wk3,0.165095111,0.006459882,0.165095111,0.006459882,0.328446288,0.012851527,14.165,28.0634927
HP17-44,HP17-20231026,PET723-100116,20230921-1-wk3-b,20230921-1-wk3,0.165095111,0.006459882,0.165095111,0.006459882,0.328446288,0.012851527,15.455,28.0634927
HP17-45,HP17-20231026,PET723-100116,20230921-1-wk3-c,20230921-1-wk3,0.165095111,0.006459882,0.165095111,0.006459882,0.328446288,0.012851527,14.33,28.0634927
HP17-46,HP17-20231026,PET723-100116,20230921-1-wk3-d,20230921-1-wk3,0.165095111,0.006459882,0.165095111,0.006459882,0.328446288,0.012851527,12.475,28.0634927
HP17-47,HP17-20231026,PET723-100116,20230921-2-wk3-a,20230921-2-wk3,0.18204097,0.020086474,0.18204097,0.020086474,0.362159002,0.03996077,14.215,30.54780189
HP17-48,HP17-20231026,PET723-100116,20230921-2-wk3-b,20230921-2-wk3,0.18204097,0.020086474,0.18204097,0.020086474,0.362159002,0.03996077,15.37,30.54780189
HP17-49,HP17-20231026,PET723-100116,20230921-1-wk4-a,20230921-1-wk4,0.233830282,0.013649151,0.233830282,0.013649151,0.465190565,0.027154123,15.57,31.29135389
HP17-50,HP17-20231026,PET723-100116,20230921-1-wk4-b,20230921-1-wk4,0.233830282,0.013649151,0.233830282,0.013649151,0.465190565,0.027154123,16.655,31.29135389
HP17-51,HP17-20231026,PET723-100116,20230921-1-wk4-c,20230921-1-wk4,0.233830282,0.013649151,0.233830282,0.013649151,0.465190565,0.027154123,14.47,31.29135389
HP17-52,HP17-20231026,PET723-100116,20230921-1-wk4-d,20230921-1-wk4,0.233830282,0.013649151,0.233830282,0.013649151,0.465190565,0.027154123,16.22,31.29135389
HP17-53,HP17-20231026,PET723-100116,20230921-2-wk4-a,20230921-2-wk4,0.244451324,0.018332334,0.244451324,0.018332334,0.486320458,0.03647102,16.385,33.36534174
HP17-54,HP17-20231026,PET723-100116,20230921-2-wk4-b,20230921-2-wk4,0.244451324,0.018332334,0.244451324,0.018332334,0.486320458,0.03647102,17.365,33.36534174
HP17-55,HP17-20231026,PET723-100116,20230921-2-wk4-c,20230921-2-wk4,0.244451324,0.018332334,0.244451324,0.018332334,0.486320458,0.03647102,16.215,33.36534174
HP17-56,HP17-20231026,PET723-100116,20230921-2-wk4-d,20230921-2-wk4,0.244451324,0.018332334,0.244451324,0.018332334,0.486320458,0.03647102,17.12,33.36534174
HP17-57,HP17-20231026,PET723-100116,20230921-3-wk4-a,20230921-3-wk4,0.27079151,0.005605033,0.27079151,0.005605033,0.538722592,0.011150858,16.91,32.56956703
HP17-58,HP17-20231026,PET723-100116,20230921-3-wk4-b,20230921-3-wk4,0.27079151,0.005605033,0.27079151,0.005605033,0.538722592,0.011150858,16.17,32.56956703
HP17-59,HP17-20231026,PET723-100116,20230921-3-wk4-c,20230921-3-wk4,0.27079151,0.005605033,0.27079151,0.005605033,0.538722592,0.011150858,16.145,32.56956703
HP17-60,HP17-20231026,PET723-100116,20230921-3-wk4-d,20230921-3-wk4,0.27079151,0.005605033,0.27079151,0.005605033,0.538722592,0.011150858,16.26,32.56956703
HP11-1,HP11-20231010,V2P1923-300116,GU-EXP32-C4,20230925-C4,0.007516,,0.007516,,0.014952607,,-6.595,-13.12033562
HP11-2,HP11-20231010,V2P1923-300116,GU-EXP32-C5,20230925-C5,0.00710799,,0.00710799,,0.014140896,,0.35,0.696302876
HP11-3,HP11-20231010,V2P1923-300116,GU-EXP32-C6,20230925-C6,0.007584002,,0.007584002,,0.015087892,,5.625,11.19058194
HP11-4,HP11-20231010,PET723-100116,GU-EXP32-D4,20230925-D4,0.006495974,,0.006495974,,0.01292333,,9.22,18.34260719
HP11-5,HP11-20231010,PET723-100116,GU-EXP32-D5,20230925-D5,0.006926652,,0.006926652,,0.013780136,,-12.205,-24.28107601
HP11-6,HP11-20231010,PET723-100116,GU-EXP32-D6,20230925-D6,0.00645064,,0.00645064,,0.01283314,,22.345,44.45396504
HP11-7,HP11-20231010,V2P1923-300116,GU-EXP32-A4,20230925-A4,0.008037347,,0.008037347,,0.015989793,,28.51,56.71884284
HP11-8,HP11-20231010,V2P1923-300116,GU-EXP32-A5,20230925-A5,0.006427972,,0.006427972,,0.012788045,,18.69,37.18257358
HP11-9,HP11-20231010,V2P1923-300116,GU-EXP32-A6,20230925-A6,0.005770622,,0.005770622,,0.011480288,,-1.3,-2.586267825
HP11-10,HP11-20231010,V2P1923-300116,GU-EXP32-B4,20230925-B4,0.003186557,,0.003186557,,0.006339453,,10.19,20.27236088
HP11-11,HP11-20231010,V2P1923-300116,GU-EXP32-B5,20230925-B5,0.002121196,,0.002121196,,0.004219986,,8.205,16.32332885
HP11-12,HP11-20231010,V2P1923-300116,GU-EXP32-B6,20230925-B6,0.001463846,,0.001463846,,0.002912229,,6.715,13.35906804
HP11-13,HP11-20231010,V2P1923-300115,GU-EXP32-E1,20230925-E1,0.008879246,,0.008879246,,0.017664699,,6.42,12.77218418
HP11-14,HP11-20231010,V2P1923-300116,GU-EXP32-G3,20230925-G3,0.007225836,,0.007225836,,0.014375343,,5.88,11.69788832
HP11-15,HP11-20231010,V2P1923-300115,GU-EXP32-E2,20230925-E2,0.007035058,,0.007035058,,0.013995802,,7.845,15.60713161
HP11-16,HP11-20231010,V2P1923-300115,GU-EXP32-E3,20230925-E3,0.010447867,,0.010447867,,0.02078537,,5.19,10.32517693
HP11-17,HP11-20231010,V2P1923-300115,GU-EXP32-E7,20230925-E7,0.009769544,,0.009769544,,0.019435891,,6.675,13.27949056
HP11-18,HP11-20231010,V2P1923-300115,GU-EXP32-E8,20230925-E8,0.007225836,,0.007225836,,0.014375343,,6.18,12.29471935
HP11-19,HP11-20231010,V2P1923-300116,GU-EXP32-F1,20230925-F1,0.010469064,,0.010469064,,0.020827542,,8.005,15.92544149
HP11-20,HP11-20231010,V2P1923-300116,GU-EXP32-F2,20230925-F2,0.009218407,,0.009218407,,0.018339439,,6.075,12.08582849
HP11-21,HP11-20231010,V2P1923-300116,GU-EXP32-F3,20230925-F3,0.010935411,,0.010935411,,0.021755309,,8.11,16.13433236
HP11-22,HP11-20231010,V2P1923-300116,GU-EXP32-F7,20230925-F7,0.010744633,,0.010744633,,0.021375768,,5.625,11.19058194
HP11-23,HP11-20231010,V2P1923-300116,GU-EXP32-F8,20230925-F8,0.009515174,,0.009515174,,0.018929836,,6.955,13.83653287
HP11-24,HP11-20231010,V2P1923-300116,GU-EXP32-G1,20230925-G1,0.008879246,,0.008879246,,0.017664699,,5.125,10.19586354
HP11-25,HP11-20231010,V2P1923-300116,GU-EXP32-G2,20230925-G2,0.010808225,,0.010808225,,0.021502281,,7.92,15.75633937
HP34-1,HP34-20231115,,230907-1 media D14,230907-1 media D14,,,0.020145341,0.001246441,,,,
HP34-2,HP34-20231115,,230914-1 media D7,230914-1 media D7,,,0.013949066,0.001586379,,,,
HP34-3,HP34-20231115,,230907-3 media D14,230907-3 media D14,,,0.019624534,0.000698762,,,,
HP34-4,HP34-20231115,,230914-2 media D7,230914-2 media D7,,,0.013788818,0.001964088,,,,
HP34-5,HP34-20231115,,230907-1 media D28,230907-1 media D28,,,0.022130051,0.000403727,,,,
HP34-6,HP34-20231115,,230914-3 media D7,230914-3 media D7,,,0.01445652,0.000453251,,,,
HP34-7,HP34-20231115,,Gelatin-new-5,Gelatin-new-5,,,0.055412239,0.004069368,,,,
HP34-8,HP34-20231115,,TGFBS230920 No reaction,TGFBS230920 No reaction,,,0.006337263,,,,,
HP34-9,HP34-20231115,,Gelatin-new-2.5,Gelatin-new-2.5,,,0.027877478,2.25E-05,,,,
HP34-10,HP34-20231115,,Gelatin-new-0,Gelatin-new-0,,,0.000708363,0.000224827,,,,
HP34-11,HP34-20231115,,230921-2 media D8,230921-2 media D8,,,0.015713164,0.00024227,,,,
HP34-12,HP34-20231115,,230928-1 media D23,230928-1 media D23,,,0.023836142,0.000383594,,,,
HP34-13,HP34-20231115,,TGFBS230927D,TGFBS230927D,,,0.008717982,0.001211349,,,,
HP34-14,HP34-20231115,,230921-3 media D8,230921-3 media D8,,,0.016983718,6.06E-05,,,,
HP34-15,HP34-20231115,,230928-2 media D23,230928-2 media D23,,,0.024207315,0.000302837,,,,
HP34-16,HP34-20231115,,TGFBS231012,TGFBS231012,,,0.007690118,0.000161513,,,,
HP34-17,HP34-20231115,,FBS Avantor 033K22,FBS Avantor 033K22,,,0.0407105,0.002121062,,,,
HP34-18,HP34-20231115,,230921-1 media D14,230921-1 media D14,,,0.017369167,0.000524918,,,,
HP34-19,HP34-20231115,,230928-3 media D23,230928-3 media D23,,,0.023365038,0.000201891,,,,
HP34-20,HP34-20231115,,DMEM basal Cytiva AJ30741712,DMEM basal Cytiva AJ30741712,,,0.000437969,0.000282648,,,,
HP34-21,HP34-20231115,,230928-1 media D28,230928-1 media D28,,,0.02266552,2.02E-05,,,,
HP34-22,HP34-20231115,,TGFBS230920,TGFBS230920,,,0.007533083,0.000585485,,,,
HP34-23,HP34-20231115,,FBS Avantor 033K22-no reaction,FBS Avantor 033K22-no reaction,,,0.014300115,,,,,
HP34-24,HP34-20231115,,230928-2 media D28,230928-2 media D28,,,0.017540478,0.000686431,,,,
HP34-25,HP34-20231115,,TGFBS230927,TGFBS230927,,,0.006976324,8.08E-05,,,,
HP34-26,HP34-20231115,,230928-3 media D28,230928-3 media D28,,,0.024878282,0.001292105,,,,
HP34-27,HP34-20231115,,TGFBS230927G,TGFBS230927G,,,0.007618739,0.000181702,,,,
HP25-1,HP25-20231106,,Gelatin 1101 1h IM_2.5,Gelatin 1101 1h IM_2.5 5min,,,0.023277151,0.004511458,,,,
HP25-2,HP25-20231106,,Gelatin 0627 1h IM_5,Gelatin 0627 1h IM_5 5min,,,0.037985272,0.002797972,,,,
HP25-3,HP25-20231106,,Gelatin 1101 1h IM_5,Gelatin 1101 1h IM_5 5min,,,0.040132443,0.000976037,,,,
HP25-4,HP25-20231106,,Gelatin 0627 1h Overnight_5,Gelatin 0627 1h Overnight_5 5min,,,0.035608047,0.000824209,,,,
HP25-5,HP25-20231106,,Gelatin 1101 1h Overnight_5,Gelatin 1101 1h Overnight_5 5min,,,0.042617027,0.001973763,,,,
HP25-6,HP25-20231106,,Gelatin 0627  2h Overnight_5,Gelatin 0627  2h Overnight_5 5min,,,0.034917885,0.001973763,,,,
HP25-7,HP25-20231106,,Gelatin 1101 1h Overnight_2.5,Gelatin 1101 1h Overnight_2.5 5min,,,0.022126881,0.003101627,,,,
HP25-8,HP25-20231106,,Gelatin 1101 1h IM_0,Gelatin 1101 1h IM_0 5min,,,-0.001200598,2.17E-19,,,,
HP25-9,HP25-20231106,,Gelatin 1101  2h Overnight_5,Gelatin 1101  2h Overnight_5 5min,,,0.041129344,0.002125591,,,,
HP25-10,HP25-20231106,,Gelatin 1101  2h Overnight_2.5,Gelatin 1101  2h Overnight_2.5 5min,,,0.020823241,0.000997726,,,,
HP25-11,HP25-20231106,,Gelatin 1101 1h IM_2.5,Gelatin 1101 1h IM_2.5 10min,,,0.021048854,0.002102713,,,,
HP25-12,HP25-20231106,,Gelatin 0627 1h IM_5,Gelatin 0627 1h IM_5 10min,,,0.037087479,9.73E-05,,,,
HP25-13,HP25-20231106,,Gelatin 1101 1h IM_5,Gelatin 1101 1h IM_5 10min,,,0.042222592,0.000233635,,,,
HP25-14,HP25-20231106,,Gelatin 0627 1h Overnight_5,Gelatin 0627 1h Overnight_5 10min,,,0.037679463,0.000272574,,,,
HP25-15,HP25-20231106,,Gelatin 1101 1h Overnight_5,Gelatin 1101 1h Overnight_5 10min,,,0.043557997,0.00177173,,,,
HP25-16,HP25-20231106,,Gelatin 0627  2h Overnight_5,Gelatin 0627  2h Overnight_5 10min,,,0.037390354,0.00266733,,,,
HP25-17,HP25-20231106,,Gelatin 1101 1h Overnight_2.5,Gelatin 1101 1h Overnight_2.5 10min,,,0.023843567,0.000564617,,,,
HP25-18,HP25-20231106,,Gelatin 1101 1h IM_0,Gelatin 1101 1h IM_0 10min,,,-0.001322619,1.95E-05,,,,
