,hp_sid,experiment_id,biomaterial_id,sample_id,biopsy_id,mg_per_biopsy_mean,mg_per_biopsy_std,mg_per_ml_mean,mg_per_ml_std,mg_per_cm2_mean,mg_per_cm2_std,net_weight_mg_x,tissue_areal_density_mg_per_cm2
7573,HP42-1207,HP42-20231128,PET723-100116,20230921-2,20230921-2-Wk3,0.131475494,0.00844381,0.131475494,0.00844381,0.261562185,0.016798426,14.215,30.54780189
7601,HP42-1208,HP42-20231128,PET723-100116,20230921-3-wk3,20230921-3-Wk3,0.122939895,0.005868295,0.122939895,0.005868295,0.24458115,0.011674602,14.365,27.24782362
7605,HP42-1209,HP42-20231128,Recycled-PET723-30050,20230928-1,20230928-1,0.185443916,0.009561301,0.185443916,0.009561301,0.368928948,0.019021605,10.595,19.41441626
7636,HP42-1210,HP42-20231128,Recycled-PET723-30050,20230928-2,20230928-2,0.187515013,0.049631886,0.187515013,0.049631886,0.373049266,0.098739499,8.97,19.8869075
7640,HP42-1211,HP42-20231128,Recycled-PET723-30050,20230928-3,20230928-3,0.205051296,0.003813044,0.205051296,0.003813044,0.407936591,0.007585809,9.73,19.43182383
7713,HP42-1212,HP42-20231128,PET723-100116,20230921-1-wk4,20230921-1-Wk4,0.207166615,0.008518378,0.207166615,0.008518378,0.412144885,0.016946774,15.57,31.29135389
7717,HP42-1213,HP42-20231128,PET723-100116,20230921-2-wk4,20230921-2-Wk4,0.215753991,0.003576668,0.215753991,0.003576668,0.429228927,0.007115555,16.385,33.36534174
7745,HP42-1214,HP42-20231128,PET723-100116,20230921-3-wk4,20230921-3-Wk4,0.204642844,0.012016209,0.204642844,0.012016209,0.407124002,0.023905488,16.91,32.56956703
7773,HP43-1215,HP43-20231129,,Spent230928-1-D28_1,Spent230928-1-D28_1,,,0.003374432,0.000222567,,,,
7779,HP43-1216,HP43-20231129,,Spent230928-1-D28_2,Spent230928-1-D28_2,,,0.004436736,5.56E-05,,,,
7785,HP43-1217,HP43-20231129,,Spent230928-1-D28_3,Spent230928-1-D28_3,,,0.014095838,0.000139104,,,,
7791,HP43-1218,HP43-20231129,,Spent230928-1-D28_4,Spent230928-1-D28_4,,,0.014154855,5.56E-05,,,,
7797,HP43-1219,HP43-20231129,,Spent230928-1-D28_5,Spent230928-1-D28_5,,,0.02196079,6.96E-05,,,,
7803,HP43-1220,HP43-20231129,,Spent230928-1-D28_6,Spent230928-1-D28_6,,,0.025059178,0.000695521,,,,
7809,HP43-1221,HP43-20231129,,Spent230928-1-D28_7,Spent230928-1-D28_7,,,0.023042766,0.000208656,,,,
7815,HP43-1222,HP43-20231129,,Spent230928-1-D28_8,Spent230928-1-D28_8,,,0.020927994,3.47E-18,,,,
7833,HP43-1223,HP43-20231129,,TGFBS231012G_1,TGFBS231012G_1,,,0.002621334,6.13E-19,,,,
7839,HP43-1224,HP43-20231129,,TGFBS231012G_2,TGFBS231012G_2,,,0.003664142,0.000150485,,,,
7845,HP43-1225,HP43-20231129,,TGFBS231012G_3,TGFBS231012G_3,,,0.00411106,0,,,,
7851,HP43-1226,HP43-20231129,,TGFBS231012G_4,TGFBS231012G_4,,,0.004451569,0.000120388,,,,
7857,HP43-1227,HP43-20231129,,TGFBS231012G_5,TGFBS231012G_5,,,0.005755268,0.000225728,,,,
7863,HP43-1228,HP43-20231129,,TGFBS231012G_6,TGFBS231012G_6,,,0.00708538,0.00030097,,,,
7869,HP43-1229,HP43-20231129,,TGFBS231012G_7,TGFBS231012G_7,,,0.005436041,7.52E-05,,,,
7875,HP43-1230,HP43-20231129,,TGFBS231012G_8,TGFBS231012G_8,,,0.005595655,0,,,,
7893,HP49-1231,HP49-20231205,,1 - Adv Control fresh,CLD-0028/P30-1 - Adv Control fresh,,,0.001224972,,,,,
7897,HP49-1232,HP49-20231205,,2 - Adv Control spent (SC-SV40),CLD-0028/P30-2 - Adv Control spent (SC-SV40),,,0.001815939,,,,,
7901,HP49-1233,HP49-20231205,,3 - Adv Control spent (D9B8),CLD-0028/P30-3 - Adv Control spent (D9B8),,,0.002209917,,,,,
7905,HP49-1234,HP49-20231205,,4 - Adv Induced fresh,CLD-0028/P30-4 - Adv Induced fresh,,,0.006898254,,,,,
7909,HP49-1235,HP49-20231205,,5 - Adv Induced spent (SC-SV40),CLD-0028/P30-5 - Adv Induced spent (SC-SV40),,,0.007095243,,,,,
7913,HP49-1236,HP49-20231205,,6 - Adv Induced spent (D9B8),CLD-0028/P30-6 - Adv Induced spent (D9B8),,,0.007922597,,,,,
7917,HP49-1237,HP49-20231205,, Tube 1-D8,EXP48- Tube 1-D8,4.12E-05,,0.000206089,,,,,
7921,HP49-1238,HP49-20231205,,7 - D++ Control fresh,CLD-0028/P30-7 - D++ Control fresh,,,0.00394342,,,,,
7925,HP49-1239,HP49-20231205,, Tube 2-D8,EXP48- Tube 2-D8,1.82E-06,,9.10E-06,,,,,
7929,HP49-1240,HP49-20231205,,8 - D++ Control spent,CLD-0028/P30-8 - D++ Control spent,,,0.003785828,,,,,
7933,HP49-1241,HP49-20231205,, Tube 3-D8,EXP48- Tube 3-D8,2.15E-05,,0.000107595,,,,,
7937,HP49-1242,HP49-20231205,,9 - D++ Induced fresh,CLD-0028/P30-9 - D++ Induced fresh,,,0.007883199,,,,,
7941,HP49-1243,HP49-20231205,, Tube 7-D8,EXP48- Tube 7-D8,-0.000116373,,-0.000581867,,,,,
7945,HP49-1244,HP49-20231205,, Tube 8-D8,EXP48- Tube 8-D8,-3.76E-05,,-0.000187889,,,,,
7949,HP49-1245,HP49-20231205,, Tube 9-D8,EXP48- Tube 9-D8,-0.000155771,,-0.000778856,,,,,
7989,HP49-1246,HP49-20231205,,10 - D++ Induced spent,CLD-0028/P30-10 - D++ Induced spent,,,0.00429155,,,,,
7993,HP49-1247,HP49-20231205,,Hb-DMEM-10,No_ChT_Hb-DMEM-10,,,0.001785163,,,,,
7996,HP49-1248,HP49-20231205,,EXP48-Tube 21-D8,EXP48-EXP48-Tube 21-D8,-0.001223466,,-0.006117331,,,,,
7997,HP49-1249,HP49-20231205,,Hb-DMEM-10,Hb-DMEM-10,,,0.00355196,,,,,
8001,HP49-1250,HP49-20231205,,Hb-DMEM-4,No_ChT_Hb-DMEM-4,,,-0.001830608,,,,,
