,ID,experiment_ID,sample_ID,sample_type,sample_state,sample_lot,hide_ID,culture_date,biopsy_replicate,biopsy_diameter_mm,digestion_volume_ul,dilution_factor,assay_volume_ul,loaded_weight1_mg,loaded_weight2_mg,tube_weight1_mg,tube_weight2_mg,operator,std_conc_ug_per_well,media_type,biomaterial_ID,reaction_date,abs,sheet_name,location,data check,normalized_abs,r_squared,net weight mg,ug/well,mg/ml,mg/biopsy,mg/cm2
13,17,HP1,DS-0727-3-1,sample,hide,727.0,230727-3,07-27-2023,1.0,8.0,1000.0,5.0,20.0,1675.58,1675.57,1657.44,1657.58,DS,,FBS,PET,08-30-2023,0.667,Plate1,F1,,0.601,,18.064999999999827,0.5391422553437653,0.1347855638359413,0.1347855638359413,0.2681473592739783
14,17,HP1,DS-0727-3-1,sample,hide,727.0,230727-3,07-27-2023,1.0,8.0,1000.0,5.0,20.0,1675.58,1675.57,1657.44,1657.58,DS,,FBS,PET,08-30-2023,0.628,Plate1,G1,,0.562,,18.064999999999827,0.5019093783094521,0.12547734457736304,0.12547734457736304,0.24962924544415444
15,17,HP1,DS-0727-3-1,sample,hide,727.0,230727-3,07-27-2023,1.0,8.0,1000.0,5.0,20.0,1675.58,1675.57,1657.44,1657.58,DS,,FBS,PET,08-30-2023,0.621,Plate1,H1,,0.5549999999999999,,18.064999999999827,0.4952265542263702,0.12380663855659255,0.12380663855659255,0.24630548142341677
16,18,HP1,DS-0727-3-2,sample,hide,727.0,230727-3,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1658.65,1658.52,1640.88,1641.12,DS,,FBS,PET,08-30-2023,0.627,Plate1,E2,,0.5609999999999999,,17.585000000000036,0.5009546891547261,0.12523867228868152,0.12523867228868152,0.24915442201262045
17,18,HP1,DS-0727-3-2,sample,hide,727.0,230727-3,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1658.65,1658.52,1640.88,1641.12,DS,,FBS,PET,08-30-2023,0.6459999999999999,Plate1,F2,,0.5800000000000001,,17.585000000000036,0.5190937830945197,0.12977344577362993,0.12977344577362993,0.25817606721176545
18,18,HP1,DS-0727-3-2,sample,hide,727.0,230727-3,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1658.65,1658.52,1640.88,1641.12,DS,,FBS,PET,08-30-2023,0.597,Plate1,G2,,0.5309999999999999,,17.585000000000036,0.47231401451294663,0.11807850362823666,0.11807850362823666,0.23490971906660202
19,18,HP1,DS-0727-3-2,sample,hide,727.0,230727-3,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1658.65,1658.52,1640.88,1641.12,DS,,FBS,PET,08-30-2023,0.5820000000000001,Plate1,H2,,0.516,,17.585000000000036,0.457993677192057,0.11449841929801426,0.11449841929801426,0.22778736759359286
20,19,HP1,DS-0727-3-3,sample,hide,727.0,230727-3,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1674.79,1674.76,1656.47,1656.87,DS,,FBS,PET,08-30-2023,0.622,Plate1,E3,,0.556,,18.105000000000018,0.49618124338109626,0.12404531084527406,0.12404531084527406,0.24678030485495075
21,19,HP1,DS-0727-3-3,sample,hide,727.0,230727-3,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1674.79,1674.76,1656.47,1656.87,DS,,FBS,PET,08-30-2023,0.628,Plate1,F3,,0.562,,18.105000000000018,0.5019093783094521,0.12547734457736304,0.12547734457736304,0.24962924544415444
22,19,HP1,DS-0727-3-3,sample,hide,727.0,230727-3,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1674.79,1674.76,1656.47,1656.87,DS,,FBS,PET,08-30-2023,0.586,Plate1,G3,,0.52,,18.105000000000018,0.46181243381096093,0.11545310845274023,0.11545310845274023,0.22968666131972865
23,19,HP1,DS-0727-3-3,sample,hide,727.0,230727-3,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1674.79,1674.76,1656.47,1656.87,DS,,FBS,PET,08-30-2023,0.601,Plate1,H3,,0.5349999999999999,,18.105000000000018,0.4761327711318505,0.11903319278296262,0.11903319278296262,0.23680901279273778
24,11,HP1,DS-0727-1-1,sample,hide,727.0,230727-1,07-27-2023,1.0,8.0,1000.0,5.0,20.0,1685.84,1685.96,1667.6,1667.59,DS,,HPL,PET,08-30-2023,0.8320000000000001,Plate1,A7,,0.7659999999999999,,18.30500000000029,0.6966659658735518,0.17416649146838795,0.17416649146838795,0.34649322547707945
25,11,HP1,DS-0727-1-1,sample,hide,727.0,230727-1,07-27-2023,1.0,8.0,1000.0,5.0,20.0,1685.84,1685.96,1667.6,1667.59,DS,,HPL,PET,08-30-2023,0.818,Plate1,B7,,0.752,,18.30500000000029,0.6833003177073881,0.17082507942684702,0.17082507942684702,0.3398456974356042
26,11,HP1,DS-0727-1-1,sample,hide,727.0,230727-1,07-27-2023,1.0,8.0,1000.0,5.0,20.0,1685.84,1685.96,1667.6,1667.59,DS,,HPL,PET,08-30-2023,0.7859999999999999,Plate1,C7,,0.72,,18.30500000000029,0.6527502647561567,0.16318756618903918,0.16318756618903918,0.3246513476265179
27,11,HP1,DS-0727-1-1,sample,hide,727.0,230727-1,07-27-2023,1.0,8.0,1000.0,5.0,20.0,1685.84,1685.96,1667.6,1667.59,DS,,HPL,PET,08-30-2023,0.8009999999999999,Plate1,D7,,0.7350000000000001,,18.30500000000029,0.6670706020770466,0.16676765051926165,0.16676765051926165,0.3317736990995272
28,12,HP1,DS-0727-1-2,sample,hide,727.0,230727-1,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1661.87,1662.41,1646.22,1646.5,DS,,HPL,PET,08-30-2023,0.741,Plate1,A8,,0.675,,15.779999999999745,0.6097892527934877,0.15244731319837193,0.15244731319837193,0.30328429320749034
29,12,HP1,DS-0727-1-2,sample,hide,727.0,230727-1,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1661.87,1662.41,1646.22,1646.5,DS,,HPL,PET,08-30-2023,0.76,Plate1,B8,,0.6940000000000001,,15.779999999999745,0.6279283467332814,0.15698208668332034,0.15698208668332034,0.31230593840663534
30,12,HP1,DS-0727-1-2,sample,hide,727.0,230727-1,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1661.87,1662.41,1646.22,1646.5,DS,,HPL,PET,08-30-2023,0.7759999999999999,Plate1,C8,,0.71,,15.779999999999745,0.643203373208897,0.16080084330222424,0.16080084330222424,0.3199031133111785
31,12,HP1,DS-0727-1-2,sample,hide,727.0,230727-1,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1661.87,1662.41,1646.22,1646.5,DS,,HPL,PET,08-30-2023,0.735,Plate1,D8,,0.669,,15.779999999999745,0.6040611178651318,0.15101527946628296,0.15101527946628296,0.3004353526182867
32,13,HP1,DS-0727-1-3,sample,hide,727.0,230727-1,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1677.16,1677.6,1661.76,1661.77,DS,,HPL,PET,08-30-2023,0.83,Plate1,A9,,0.764,,15.615000000000236,0.6947565875640999,0.17368914689102496,0.17368914689102496,0.3455435786140116
33,13,HP1,DS-0727-1-3,sample,hide,727.0,230727-1,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1677.16,1677.6,1661.76,1661.77,DS,,HPL,PET,08-30-2023,0.753,Plate1,B9,,0.687,,15.615000000000236,0.6212455226501995,0.15531138066254987,0.15531138066254987,0.3089821743858977
34,13,HP1,DS-0727-1-3,sample,hide,727.0,230727-1,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1677.16,1677.6,1661.76,1661.77,DS,,HPL,PET,08-30-2023,0.82,Plate1,C9,,0.754,,15.615000000000236,0.6852096960168401,0.17130242400421003,0.17130242400421003,0.34079534429867214
35,13,HP1,DS-0727-1-3,sample,hide,727.0,230727-1,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1677.16,1677.6,1661.76,1661.77,DS,,HPL,PET,08-30-2023,0.778,Plate1,D9,,0.7120000000000001,,15.615000000000236,0.645112751518349,0.16127818787958725,0.16127818787958725,0.3208527601742464
36,14,HP1,DS-0727-2-1,sample,hide,727.0,230727-2,07-27-2023,1.0,8.0,1000.0,5.0,20.0,1694.14,1694.1,1677.89,1678.05,DS,,HPL,PET,08-30-2023,0.6809999999999999,Plate1,A10,,0.615,,16.149999999999864,0.552507903509929,0.13812697587748224,0.13812697587748224,0.27479488731545354
37,14,HP1,DS-0727-2-1,sample,hide,727.0,230727-2,07-27-2023,1.0,8.0,1000.0,5.0,20.0,1694.14,1694.1,1677.89,1678.05,DS,,HPL,PET,08-30-2023,0.647,Plate1,B10,,0.581,,16.149999999999864,0.5200484722492457,0.13001211806231142,0.13001211806231142,0.2586508906432994
38,14,HP1,DS-0727-2-1,sample,hide,727.0,230727-2,07-27-2023,1.0,8.0,1000.0,5.0,20.0,1694.14,1694.1,1677.89,1678.05,DS,,HPL,PET,08-30-2023,0.612,Plate1,C10,,0.546,,16.149999999999864,0.4866343518338364,0.1216585879584591,0.1216585879584591,0.24203207053961126
39,14,HP1,DS-0727-2-1,sample,hide,727.0,230727-2,07-27-2023,1.0,8.0,1000.0,5.0,20.0,1694.14,1694.1,1677.89,1678.05,DS,,HPL,PET,08-30-2023,0.6,Plate1,D10,,0.534,,16.149999999999864,0.47517808197712463,0.11879452049428116,0.11879452049428116,0.2363341893612039
40,15,HP1,DS-0727-2-2,sample,hide,727.0,230727-2,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1658.41,1658.57,1643.3,1643.23,DS,,HPL,PET,08-30-2023,0.721,Plate1,A11,,0.655,,15.225000000000136,0.5906954696989681,0.14767386742474203,0.14767386742474203,0.2937878245768114
41,15,HP1,DS-0727-2-2,sample,hide,727.0,230727-2,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1658.41,1658.57,1643.3,1643.23,DS,,HPL,PET,08-30-2023,0.642,Plate1,B11,,0.5760000000000001,,15.225000000000136,0.5152750264756158,0.12881875661890396,0.12881875661890396,0.25627677348562966
42,15,HP1,DS-0727-2-2,sample,hide,727.0,230727-2,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1658.41,1658.57,1643.3,1643.23,DS,,HPL,PET,08-30-2023,0.662,Plate1,C11,,0.5960000000000001,,15.225000000000136,0.5343688095701354,0.13359220239253386,0.13359220239253386,0.2657732421163086
43,15,HP1,DS-0727-2-2,sample,hide,727.0,230727-2,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1658.41,1658.57,1643.3,1643.23,DS,,HPL,PET,08-30-2023,0.6659999999999999,Plate1,D11,,0.6000000000000001,,15.225000000000136,0.5381875661890394,0.13454689154725985,0.13454689154725985,0.26767253584244444
44,16,HP1,DS-0727-2-3,sample,hide,727.0,230727-2,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1680.97,1681.09,1667.15,1667.25,DS,,HPL,PET,08-30-2023,0.777,Plate1,A12,,0.7110000000000001,,13.829999999999927,0.644158062363623,0.1610395155909058,0.1610395155909058,0.32037793674271253
45,16,HP1,DS-0727-2-3,sample,hide,727.0,230727-2,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1680.97,1681.09,1667.15,1667.25,DS,,HPL,PET,08-30-2023,0.742,Plate1,B12,,0.6759999999999999,,13.829999999999927,0.6107439419482136,0.1526859854870534,0.1526859854870534,0.3037591166390242
46,16,HP1,DS-0727-2-3,sample,hide,727.0,230727-2,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1680.97,1681.09,1667.15,1667.25,DS,,HPL,PET,08-30-2023,0.768,Plate1,C12,,0.7020000000000001,,13.829999999999927,0.6355658599710892,0.1588914649927723,0.1588914649927723,0.3161045258589069
47,16,HP1,DS-0727-2-3,sample,hide,727.0,230727-2,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1680.97,1681.09,1667.15,1667.25,DS,,HPL,PET,08-30-2023,0.802,Plate1,D12,,0.736,,13.829999999999927,0.6680252912317725,0.16700632280794311,0.16700632280794311,0.3322485225310611
48,1,HP1,G5,control,liquid,,,,,,,,,,,,,DS,1.05,,,07-26-2023,1.3780000000000001,Plate1,A1,,1.3119999999999998,0.9997867646222607,,1.2179262443539363,,,
49,1,HP1,G5,control,liquid,,,,,,,,,,,,,DS,1.05,,,07-26-2023,1.3869999999999998,Plate1,B1,,1.321,0.9997867646222607,,1.2265184467464703,,,
50,1,HP1,G5,control,liquid,,,,,,,,,,,,,DS,1.05,,,07-26-2023,1.219,Plate1,C1,,1.153,0.9997867646222607,,1.0661306687525058,,,
51,1,HP1,G5,control,liquid,,,,,,,,,,,,,DS,1.05,,,07-26-2023,1.319,Plate1,D1,,1.253,0.9997867646222607,,1.1615995842251037,,,
52,1,HP1,G5,control,liquid,,,,,,,,,,,,,DS,1.05,,,07-26-2023,1.381,Plate1,A2,,1.315,0.9997867646222607,,1.2207903118181145,,,
53,1,HP1,G5,control,liquid,,,,,,,,,,,,,DS,1.05,,,07-26-2023,1.426,Plate1,B2,,1.36,0.9997867646222607,,1.2637513237807836,,,
54,1,HP1,G5,control,liquid,,,,,,,,,,,,,DS,1.05,,,07-26-2023,1.39,Plate1,C2,,1.3239999999999998,0.9997867646222607,,1.229382514210648,,,
55,1,HP1,G5,control,liquid,,,,,,,,,,,,,DS,1.05,,,07-26-2023,1.3630000000000002,Plate1,D2,,1.297,0.9997867646222607,,1.2036059070330467,,,
56,2,HP1,G2.5,control,liquid,,,,,,,,,,,,,DS,0.525,,,07-26-2023,0.81,Plate1,A3,,0.7440000000000001,0.9997867646222607,,0.6756628044695804,,,
57,2,HP1,G2.5,control,liquid,,,,,,,,,,,,,DS,0.525,,,07-26-2023,0.816,Plate1,B3,,0.75,0.9997867646222607,,0.6813909393979362,,,
58,2,HP1,G2.5,control,liquid,,,,,,,,,,,,,DS,0.525,,,07-26-2023,0.7929999999999999,Plate1,C3,,0.7270000000000001,0.9997867646222607,,0.6594330888392387,,,
59,2,HP1,G2.5,control,liquid,,,,,,,,,,,,,DS,0.525,,,07-26-2023,0.7859999999999999,Plate1,D3,,0.72,0.9997867646222607,,0.6527502647561567,,,
60,2,HP1,G2.5,control,liquid,,,,,,,,,,,,,DS,0.525,,,07-26-2023,0.705,Plate1,A4,,0.639,0.9997867646222607,,0.5754204432233525,,,
61,2,HP1,G2.5,control,liquid,,,,,,,,,,,,,DS,0.525,,,07-26-2023,0.6609999999999999,Plate1,B4,,0.595,0.9997867646222607,,0.5334141204154094,,,
62,2,HP1,G2.5,control,liquid,,,,,,,,,,,,,DS,0.525,,,07-26-2023,0.705,Plate1,C4,,0.639,0.9997867646222607,,0.5754204432233525,,,
63,2,HP1,G2.5,control,liquid,,,,,,,,,,,,,DS,0.525,,,07-26-2023,0.662,Plate1,D4,,0.5960000000000001,0.9997867646222607,,0.5343688095701354,,,
64,3,HP1,G0,control,liquid,,,,,,,,,,,,,DS,0.0,,,07-26-2023,0.086,Plate1,A5,,0.01999999999999999,0.9997867646222607,,-0.015532143552028713,,,
65,3,HP1,G0,control,liquid,,,,,,,,,,,,,DS,0.0,,,07-26-2023,0.086,Plate1,B5,,0.01999999999999999,0.9997867646222607,,-0.015532143552028713,,,
66,3,HP1,G0,control,liquid,,,,,,,,,,,,,DS,0.0,,,07-26-2023,0.084,Plate1,C5,,0.018000000000000002,0.9997867646222607,,-0.01744152186148066,,,
67,3,HP1,G0,control,liquid,,,,,,,,,,,,,DS,0.0,,,07-26-2023,0.085,Plate1,D5,,0.019000000000000003,0.9997867646222607,,-0.01648683270675468,,,
68,3,HP1,G0,control,liquid,,,,,,,,,,,,,DS,0.0,,,07-26-2023,0.085,Plate1,A6,,0.019000000000000003,0.9997867646222607,,-0.01648683270675468,,,
69,3,HP1,G0,control,liquid,,,,,,,,,,,,,DS,0.0,,,07-26-2023,0.084,Plate1,B6,,0.018000000000000002,0.9997867646222607,,-0.01744152186148066,,,
70,3,HP1,G0,control,liquid,,,,,,,,,,,,,DS,0.0,,,07-26-2023,0.085,Plate1,C6,,0.019000000000000003,0.9997867646222607,,-0.01648683270675468,,,
71,3,HP1,G0,control,liquid,,,,,,,,,,,,,DS,0.0,,,07-26-2023,0.084,Plate1,D6,,0.018000000000000002,0.9997867646222607,,-0.01744152186148066,,,
72,26,HP1,S0,standard,liquid,,,,,,,,,,,,,DS,0.0,,,07-26-2023,0.705,Plate2,A4,,0.1838,0.24922773763555717,,,,,
73,26,HP1,S0,standard,liquid,,,,,,,,,,,,,DS,0.0,,,07-26-2023,0.6609999999999999,Plate2,B4,,0.13980000000000006,0.24922773763555717,,,,,
74,26,HP1,S0,standard,liquid,,,,,,,,,,,,,DS,0.0,,,07-26-2023,0.705,Plate2,C4,,0.1838,0.24922773763555717,,,,,
75,26,HP1,S0,standard,liquid,,,,,,,,,,,,,DS,0.0,,,07-26-2023,0.662,Plate2,D4,,0.14080000000000004,0.24922773763555717,,,,,
76,27,HP1,S1,standard,liquid,,,,,,,,,,,,,DS,0.2,,,07-26-2023,0.086,Plate2,A5,,-0.4352,0.24922773763555717,,,,,
77,27,HP1,S1,standard,liquid,,,,,,,,,,,,,DS,0.2,,,07-26-2023,0.086,Plate2,B5,,-0.4352,0.24922773763555717,,,,,
78,27,HP1,S1,standard,liquid,,,,,,,,,,,,,DS,0.2,,,07-26-2023,0.084,Plate2,C5,,-0.4372,0.24922773763555717,,,,,
79,27,HP1,S1,standard,liquid,,,,,,,,,,,,,DS,0.2,,,07-26-2023,0.085,Plate2,D5,,-0.4362,0.24922773763555717,,,,,
80,28,HP1,S2,standard,liquid,,,,,,,,,,,,,DS,0.4,,,07-26-2023,0.085,Plate2,A6,,-0.4362,0.24922773763555717,,,,,
81,28,HP1,S2,standard,liquid,,,,,,,,,,,,,DS,0.4,,,07-26-2023,0.084,Plate2,B6,,-0.4372,0.24922773763555717,,,,,
82,28,HP1,S2,standard,liquid,,,,,,,,,,,,,DS,0.4,,,07-26-2023,0.085,Plate2,C6,,-0.4362,0.24922773763555717,,,,,
83,28,HP1,S2,standard,liquid,,,,,,,,,,,,,DS,0.4,,,07-26-2023,0.084,Plate2,D6,,-0.4372,0.24922773763555717,,,,,
84,29,HP1,S3,standard,liquid,,,,,,,,,,,,,DS,0.6,,,07-26-2023,0.8320000000000001,Plate2,A7,,0.3108,0.24922773763555717,,,,,
85,29,HP1,S3,standard,liquid,,,,,,,,,,,,,DS,0.6,,,07-26-2023,0.818,Plate2,B7,,0.29679999999999995,0.24922773763555717,,,,,
86,29,HP1,S3,standard,liquid,,,,,,,,,,,,,DS,0.6,,,07-26-2023,0.7859999999999999,Plate2,C7,,0.26480000000000004,0.24922773763555717,,,,,
87,29,HP1,S3,standard,liquid,,,,,,,,,,,,,DS,0.6,,,07-26-2023,0.8009999999999999,Plate2,D7,,0.27980000000000005,0.24922773763555717,,,,,
88,30,HP1,S4,standard,liquid,,,,,,,,,,,,,DS,0.8,,,07-26-2023,0.741,Plate2,A8,,0.2198,0.24922773763555717,,,,,
89,30,HP1,S4,standard,liquid,,,,,,,,,,,,,DS,0.8,,,07-26-2023,0.76,Plate2,B8,,0.2388,0.24922773763555717,,,,,
90,30,HP1,S4,standard,liquid,,,,,,,,,,,,,DS,0.8,,,07-26-2023,0.7759999999999999,Plate2,C8,,0.2548,0.24922773763555717,,,,,
91,30,HP1,S4,standard,liquid,,,,,,,,,,,,,DS,0.8,,,07-26-2023,0.735,Plate2,D8,,0.2138,0.24922773763555717,,,,,
92,31,HP1,S5,standard,liquid,,,,,,,,,,,,,DS,1.0,,,07-26-2023,0.83,Plate2,A9,,0.3088,0.24922773763555717,,,,,
93,31,HP1,S5,standard,liquid,,,,,,,,,,,,,DS,1.0,,,07-26-2023,0.753,Plate2,B9,,0.2318,0.24922773763555717,,,,,
94,31,HP1,S5,standard,liquid,,,,,,,,,,,,,DS,1.0,,,07-26-2023,0.82,Plate2,C9,,0.29879999999999995,0.24922773763555717,,,,,
95,31,HP1,S5,standard,liquid,,,,,,,,,,,,,DS,1.0,,,07-26-2023,0.778,Plate2,D9,,0.25680000000000003,0.24922773763555717,,,,,
96,35,HP1,DS-0727-1-3,sample,liquid,727.0,230727-1,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1677.16,1677.6,1661.76,1661.77,DS,,HPL,PET,08-30-2023,0.633,Plate2,E1,,0.1118,,15.615000000000236,0.5519540283366904,0.1379885070841726,,
97,35,HP1,DS-0727-1-3,sample,liquid,727.0,230727-1,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1677.16,1677.6,1661.76,1661.77,DS,,HPL,PET,08-30-2023,0.667,Plate2,F1,,0.14580000000000004,,15.615000000000236,0.5699942356229625,0.14249855890574062,,
98,35,HP1,DS-0727-1-3,sample,liquid,727.0,230727-1,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1677.16,1677.6,1661.76,1661.77,DS,,HPL,PET,08-30-2023,0.628,Plate2,G1,,0.1068,,15.615000000000236,0.5493010566769445,0.13732526416923613,,
99,35,HP1,DS-0727-1-3,sample,liquid,727.0,230727-1,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1677.16,1677.6,1661.76,1661.77,DS,,HPL,PET,08-30-2023,0.621,Plate2,H1,,0.0998,,15.615000000000236,0.5455868963533003,0.13639672408832507,,
100,36,HP1,DS-0727-2-1,sample,liquid,727.0,230727-2,07-27-2023,1.0,8.0,1000.0,5.0,20.0,1694.14,1694.1,1677.89,1678.05,DS,,HPL,PET,08-30-2023,0.627,Plate2,E2,,0.1058,,16.149999999999864,0.5487704623449954,0.13719261558624885,,
101,36,HP1,DS-0727-2-1,sample,liquid,727.0,230727-2,07-27-2023,1.0,8.0,1000.0,5.0,20.0,1694.14,1694.1,1677.89,1678.05,DS,,HPL,PET,08-30-2023,0.6459999999999999,Plate2,F2,,0.12480000000000002,,16.149999999999864,0.5588517546520297,0.13971293866300744,,
102,36,HP1,DS-0727-2-1,sample,liquid,727.0,230727-2,07-27-2023,1.0,8.0,1000.0,5.0,20.0,1694.14,1694.1,1677.89,1678.05,DS,,HPL,PET,08-30-2023,0.597,Plate2,G2,,0.07579999999999998,,16.149999999999864,0.5328526323865199,0.13321315809662998,,
103,36,HP1,DS-0727-2-1,sample,liquid,727.0,230727-2,07-27-2023,1.0,8.0,1000.0,5.0,20.0,1694.14,1694.1,1677.89,1678.05,DS,,HPL,PET,08-30-2023,0.5820000000000001,Plate2,H2,,0.060799999999999965,,16.149999999999864,0.5248937174072823,0.13122342935182058,,
104,37,HP1,DS-0727-2-2,sample,liquid,727.0,230727-2,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1658.41,1658.57,1643.3,1643.23,DS,,HPL,PET,08-30-2023,0.622,Plate2,E3,,0.1008,,15.225000000000136,0.5461174906852494,0.13652937267131235,,
105,37,HP1,DS-0727-2-2,sample,liquid,727.0,230727-2,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1658.41,1658.57,1643.3,1643.23,DS,,HPL,PET,08-30-2023,0.628,Plate2,F3,,0.1068,,15.225000000000136,0.5493010566769445,0.13732526416923613,,
106,37,HP1,DS-0727-2-2,sample,liquid,727.0,230727-2,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1658.41,1658.57,1643.3,1643.23,DS,,HPL,PET,08-30-2023,0.586,Plate2,G3,,0.06479999999999997,,15.225000000000136,0.5270160947350789,0.13175402368376973,,
107,37,HP1,DS-0727-2-2,sample,liquid,727.0,230727-2,07-27-2023,2.0,8.0,1000.0,5.0,20.0,1658.41,1658.57,1643.3,1643.23,DS,,HPL,PET,08-30-2023,0.601,Plate2,H3,,0.07979999999999997,,15.225000000000136,0.5349750097143167,0.13374375242857917,,
108,38,HP1,DS-0727-2-3,sample,liquid,727.0,230727-2,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1680.97,1681.09,1667.15,1667.25,DS,,HPL,PET,08-30-2023,0.066,Plate2,E4,,-0.4552,,13.829999999999927,0.2511070421215059,0.06277676053037648,,
109,38,HP1,DS-0727-2-3,sample,liquid,727.0,230727-2,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1680.97,1681.09,1667.15,1667.25,DS,,HPL,PET,08-30-2023,0.068,Plate2,F4,,-0.4532,,13.829999999999927,0.2521682307854043,0.06304205769635107,,
110,38,HP1,DS-0727-2-3,sample,liquid,727.0,230727-2,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1680.97,1681.09,1667.15,1667.25,DS,,HPL,PET,08-30-2023,0.067,Plate2,G4,,-0.4542,,13.829999999999927,0.25163763645345516,0.06290940911336379,,
111,38,HP1,DS-0727-2-3,sample,liquid,727.0,230727-2,07-27-2023,3.0,8.0,1000.0,5.0,20.0,1680.97,1681.09,1667.15,1667.25,DS,,HPL,PET,08-30-2023,0.067,Plate2,H4,,-0.4542,,13.829999999999927,0.25163763645345516,0.06290940911336379,,
112,39,HP1,DS-0727-3-1,sample,liquid,727.0,230727-3,07-27-2023,1.0,8.0,1000.0,5.0,20.0,1675.58,1675.57,1657.44,1657.58,DS,,FBS,PET,08-30-2023,0.065,Plate2,E5,,-0.4562,,18.064999999999827,0.2505764477895568,0.0626441119473892,,
